source,expression,target,evidence,config_gates
test/test_observability_preflight.py::test_qq_memory_recall_reports_degradation,getattr,,test/test_observability_preflight.py:266,
test/test_observability_preflight.py::test_web_memory_recall_reports_skipped_when_disabled,service.recall_long_term,src/application/context_assembly.py::ContextAssemblyService.recall_long_term,test/test_observability_preflight.py:293,
test/test_observability_preflight.py::test_web_memory_recall_reports_skipped_when_disabled,getattr,,test/test_observability_preflight.py:295,
test/test_observability_preflight.py::test_qq_memory_retain_failure_is_logged_and_preserved,sink.retain,src/agent_execution/qq_host.py::TurnMemoryQQRetentionSink.retain,test/test_observability_preflight.py:316,
test/test_observability_preflight.py::test_qq_memory_retain_failure_is_logged_and_preserved,getattr,,test/test_observability_preflight.py:318,
test/test_observability_preflight.py::_event_records,getattr,,test/test_observability_preflight.py:83,
test/test_observability_preflight.py::_event_records,getattr,,test/test_observability_preflight.py:84,
test/test_observability_preflight.py::test_model_call_lifecycle_is_complete,_request,test/test_observability_preflight.py::_request,test/test_observability_preflight.py:123,failure is None
test/test_observability_preflight.py::test_model_call_lifecycle_is_complete,_Control,test/test_observability_preflight.py::_Control,test/test_observability_preflight.py:123,failure is None
test/test_observability_preflight.py::test_model_call_lifecycle_is_complete,_Events,test/test_observability_preflight.py::_Events,test/test_observability_preflight.py:123,failure is None
test/test_observability_preflight.py::test_model_call_lifecycle_is_complete,NullExecutionAuditSink,src/agent_execution/facade.py::NullExecutionAuditSink,test/test_observability_preflight.py:123,failure is None
test/test_observability_preflight.py::test_model_call_lifecycle_is_complete,loop.execute,src/agent_execution/brain_action_loop.py::DefaultBrainActionLoop.execute,test/test_observability_preflight.py:128,NOT failure is None
test/test_observability_preflight.py::test_web_host_agent_lifecycle_has_full_correlation,host.execute,src/agent_execution/web_host.py::WebExecutionHost.execute,test/test_observability_preflight.py:175,failure_code
test/test_observability_preflight.py::test_qq_memory_retain_failure_is_logged_and_preserved,ExecutionResult,src/agent_execution/facade.py::ExecutionResult,test/test_observability_preflight.py:316,
test/test_observability_preflight.py::test_model_call_lifecycle_is_complete,_request,test/test_observability_preflight.py::_request,test/test_observability_preflight.py:129,NOT failure is None
test/test_observability_preflight.py::test_model_call_lifecycle_is_complete,_Control,test/test_observability_preflight.py::_Control,test/test_observability_preflight.py:129,NOT failure is None
test/test_observability_preflight.py::test_model_call_lifecycle_is_complete,_Events,test/test_observability_preflight.py::_Events,test/test_observability_preflight.py:129,NOT failure is None
test/test_observability_preflight.py::test_model_call_lifecycle_is_complete,NullExecutionAuditSink,src/agent_execution/facade.py::NullExecutionAuditSink,test/test_observability_preflight.py:129,NOT failure is None
test/test_observability_viewer.py,_load_module,test/test_observability_viewer.py::_load_module,test/test_observability_viewer.py:23,
test/test_observability_viewer.py::test_status_normalization,pytest.mark.parametrize,,test/test_observability_viewer.py:347,
test/test_observability_viewer.py::_load_module,importlib.util.spec_from_file_location,,test/test_observability_viewer.py:14,
test/test_observability_viewer.py::_load_module,importlib.util.module_from_spec,,test/test_observability_viewer.py:16,
test/test_observability_viewer.py::_load_module,spec.loader.exec_module,,test/test_observability_viewer.py:19,
test/test_observability_viewer.py::_write,path.parent.mkdir,,test/test_observability_viewer.py:77,
test/test_observability_viewer.py::_write,path.write_text,,test/test_observability_viewer.py:78,
test/test_observability_viewer.py::test_jsonl_incremental_tail_and_cursor,_write,test/test_observability_viewer.py::_write,test/test_observability_viewer.py:91,
test/test_observability_viewer.py::test_jsonl_incremental_tail_and_cursor,viewer.IncrementalJsonlReader,,test/test_observability_viewer.py:92,
test/test_observability_viewer.py::test_jsonl_incremental_tail_and_cursor,reader.after,,test/test_observability_viewer.py:94,
test/test_observability_viewer.py::test_jsonl_incremental_tail_and_cursor,reader.after,,test/test_observability_viewer.py:100,
test/test_observability_viewer.py::test_jsonl_rotation_and_truncation_are_detected,_write,test/test_observability_viewer.py::_write,test/test_observability_viewer.py:107,
test/test_observability_viewer.py::test_jsonl_rotation_and_truncation_are_detected,viewer.IncrementalJsonlReader,,test/test_observability_viewer.py:108,
test/test_observability_viewer.py::test_jsonl_rotation_and_truncation_are_detected,reader.scan,,test/test_observability_viewer.py:109,
test/test_observability_viewer.py::test_jsonl_rotation_and_truncation_are_detected,path.rename,,test/test_observability_viewer.py:112,
test/test_observability_viewer.py::test_jsonl_rotation_and_truncation_are_detected,_write,test/test_observability_viewer.py::_write,test/test_observability_viewer.py:113,
test/test_observability_viewer.py::test_jsonl_rotation_and_truncation_are_detected,_write,test/test_observability_viewer.py::_write,test/test_observability_viewer.py:116,
test/test_observability_viewer.py::test_jsonl_reader_is_bounded_and_keeps_raw,_write,test/test_observability_viewer.py::_write,test/test_observability_viewer.py:122,
test/test_observability_viewer.py::test_jsonl_reader_is_bounded_and_keeps_raw,viewer.IncrementalJsonlReader,,test/test_observability_viewer.py:123,
test/test_observability_viewer.py::test_jsonl_reader_is_bounded_and_keeps_raw,reader.scan,,test/test_observability_viewer.py:124,
test/test_observability_viewer.py::test_lifecycle_pairing_uses_correlation_dimensions,viewer.pair_lifecycle,,test/test_observability_viewer.py:137,
test/test_observability_viewer.py::test_qq_reader_maps_turn_segment_from_execution_user_event,_write,test/test_observability_viewer.py::_write,test/test_observability_viewer.py:148,
test/test_observability_viewer.py::test_qq_reader_maps_turn_segment_from_execution_user_event,viewer.QQSessionReader,,test/test_observability_viewer.py:154,
test/test_observability_viewer.py::test_qq_reader_maps_turn_segment_from_execution_user_event,reader.snapshot,,test/test_observability_viewer.py:155,
test/test_observability_viewer.py::test_qq_archived_history_takes_precedence_over_wal,_write,test/test_observability_viewer.py::_write,test/test_observability_viewer.py:165,
test/test_observability_viewer.py::test_qq_archived_history_takes_precedence_over_wal,_write,test/test_observability_viewer.py::_write,test/test_observability_viewer.py:166,
test/test_observability_viewer.py::test_qq_archived_history_takes_precedence_over_wal,"viewer.QQSessionReader(wal, workspace).snapshot",,test/test_observability_viewer.py:167,
test/test_observability_viewer.py::test_qq_reader_throttles_unchanged_file_checks,viewer.QQSessionReader,,test/test_observability_viewer.py:175,
test/test_observability_viewer.py::test_qq_reader_throttles_unchanged_file_checks,monkeypatch.setattr,,test/test_observability_viewer.py:183,
test/test_observability_viewer.py::test_qq_reader_throttles_unchanged_file_checks,reader.refresh,,test/test_observability_viewer.py:184,
test/test_observability_viewer.py::test_qq_reader_throttles_unchanged_file_checks,reader.refresh,,test/test_observability_viewer.py:185,
test/test_observability_viewer.py::test_postgres_snapshot_mapping_is_read_only,_FakeConnection,test/test_observability_viewer.py::_FakeConnection,test/test_observability_viewer.py:217,
test/test_observability_viewer.py::test_postgres_snapshot_mapping_is_read_only,viewer.PostgresReader,,test/test_observability_viewer.py:218,
test/test_observability_viewer.py::test_postgres_snapshot_mapping_is_read_only,monkeypatch.setattr,,test/test_observability_viewer.py:219,
test/test_observability_viewer.py::test_postgres_snapshot_mapping_is_read_only,reader.snapshot,,test/test_observability_viewer.py:220,
test/test_observability_viewer.py::test_postgres_snapshot_mapping_is_read_only,all,,test/test_observability_viewer.py:223,
test/test_observability_viewer.py::test_postgres_snapshot_uses_short_lived_cache,_FakeConnection,test/test_observability_viewer.py::_FakeConnection,test/test_observability_viewer.py:227,
test/test_observability_viewer.py::test_postgres_snapshot_uses_short_lived_cache,viewer.PostgresReader,,test/test_observability_viewer.py:228,
test/test_observability_viewer.py::test_postgres_snapshot_uses_short_lived_cache,monkeypatch.setattr,,test/test_observability_viewer.py:236,
test/test_observability_viewer.py::test_observatory_merges_web_logs_and_authoritative_run,_write,test/test_observability_viewer.py::_write,test/test_observability_viewer.py:242,
test/test_observability_viewer.py::test_observatory_merges_web_logs_and_authoritative_run,viewer.PostgresReader,,test/test_observability_viewer.py:247,
test/test_observability_viewer.py::test_observatory_merges_web_logs_and_authoritative_run,monkeypatch.setattr,,test/test_observability_viewer.py:248,
test/test_observability_viewer.py::test_observatory_merges_web_logs_and_authoritative_run,viewer.Observatory,,test/test_observability_viewer.py:253,
test/test_observability_viewer.py::test_postgres_run_is_visible_without_jsonl,viewer.PostgresReader,,test/test_observability_viewer.py:266,
test/test_observability_viewer.py::test_postgres_run_is_visible_without_jsonl,monkeypatch.setattr,,test/test_observability_viewer.py:267,
test/test_observability_viewer.py::test_postgres_run_is_visible_without_jsonl,viewer.Observatory,,test/test_observability_viewer.py:274,
test/test_observability_viewer.py::test_jsonl_execution_is_visible_when_postgres_is_unavailable,_write,test/test_observability_viewer.py::_write,test/test_observability_viewer.py:287,
test/test_observability_viewer.py::test_jsonl_execution_is_visible_when_postgres_is_unavailable,viewer.PostgresReader,,test/test_observability_viewer.py:291,
test/test_observability_viewer.py::test_jsonl_execution_is_visible_when_postgres_is_unavailable,monkeypatch.setattr,,test/test_observability_viewer.py:292,
test/test_observability_viewer.py::test_jsonl_execution_is_visible_when_postgres_is_unavailable,viewer.Observatory,,test/test_observability_viewer.py:293,
test/test_observability_viewer.py::test_health_exposes_source_diagnostics,_write,test/test_observability_viewer.py::_write,test/test_observability_viewer.py:304,
test/test_observability_viewer.py::test_health_exposes_source_diagnostics,viewer.PostgresReader,,test/test_observability_viewer.py:305,
test/test_observability_viewer.py::test_health_exposes_source_diagnostics,monkeypatch.setattr,,test/test_observability_viewer.py:306,
test/test_observability_viewer.py::test_health_exposes_source_diagnostics,viewer.Observatory,,test/test_observability_viewer.py:307,
test/test_observability_viewer.py::test_database_target_never_exposes_credentials,viewer.database_target,,test/test_observability_viewer.py:322,
test/test_observability_viewer.py::test_execution_detail_has_per_trace_memory_bound,_write,test/test_observability_viewer.py::_write,test/test_observability_viewer.py:331,
test/test_observability_viewer.py::test_execution_detail_has_per_trace_memory_bound,viewer.PostgresReader,,test/test_observability_viewer.py:335,
test/test_observability_viewer.py::test_execution_detail_has_per_trace_memory_bound,monkeypatch.setattr,,test/test_observability_viewer.py:336,
test/test_observability_viewer.py::test_execution_detail_has_per_trace_memory_bound,monkeypatch.setattr,,test/test_observability_viewer.py:337,
test/test_observability_viewer.py::test_execution_detail_has_per_trace_memory_bound,viewer.Observatory,,test/test_observability_viewer.py:338,
test/test_observability_viewer.py::test_execution_detail_has_per_trace_memory_bound,observatory.detail,,test/test_observability_viewer.py:343,
test/test_observability_viewer.py::test_durable_debug_snapshot_is_bounded_and_read_only,_DebugConnection,test/test_observability_viewer.py::_DebugConnection,test/test_observability_viewer.py:393,
test/test_observability_viewer.py::test_durable_debug_snapshot_is_bounded_and_read_only,viewer.PostgresReader,,test/test_observability_viewer.py:394,
test/test_observability_viewer.py::test_durable_debug_snapshot_is_bounded_and_read_only,monkeypatch.setattr,,test/test_observability_viewer.py:395,
test/test_observability_viewer.py::test_durable_debug_snapshot_is_bounded_and_read_only,reader.durable_debug_snapshot,,test/test_observability_viewer.py:396,
test/test_observability_viewer.py::test_durable_debug_snapshot_is_bounded_and_read_only,all,,test/test_observability_viewer.py:400,
test/test_observability_viewer.py::test_durable_debug_snapshot_allows_no_transcript,viewer.PostgresReader,,test/test_observability_viewer.py:404,
test/test_observability_viewer.py::test_durable_debug_snapshot_allows_no_transcript,monkeypatch.setattr,,test/test_observability_viewer.py:405,
test/test_observability_viewer.py::test_durable_debug_snapshot_allows_no_transcript,reader.durable_debug_snapshot,,test/test_observability_viewer.py:406,
test/test_observability_viewer.py::test_durable_debug_snapshot_degrades_on_database_failure,viewer.PostgresReader,,test/test_observability_viewer.py:413,
test/test_observability_viewer.py::test_durable_debug_snapshot_degrades_on_database_failure,monkeypatch.setattr,,test/test_observability_viewer.py:416,
test/test_observability_viewer.py::test_durable_debug_snapshot_degrades_on_database_failure,reader.durable_debug_snapshot,,test/test_observability_viewer.py:417,
test/test_observability_viewer.py::_write,''.join,,test/test_observability_viewer.py:78,
test/test_observability_viewer.py::_log,fields.pop,,test/test_observability_viewer.py:83,
test/test_observability_viewer.py::_log,fields.pop,,test/test_observability_viewer.py:84,
test/test_observability_viewer.py::_log,fields.pop,,test/test_observability_viewer.py:85,
test/test_observability_viewer.py::test_jsonl_incremental_tail_and_cursor,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:91,
test/test_observability_viewer.py::test_jsonl_incremental_tail_and_cursor,path.open,,test/test_observability_viewer.py:98,
test/test_observability_viewer.py::test_jsonl_incremental_tail_and_cursor,handle.write,,test/test_observability_viewer.py:99,
test/test_observability_viewer.py::test_jsonl_rotation_and_truncation_are_detected,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:107,
test/test_observability_viewer.py::test_jsonl_rotation_and_truncation_are_detected,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:113,
test/test_observability_viewer.py::test_jsonl_rotation_and_truncation_are_detected,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:116,
test/test_observability_viewer.py::test_jsonl_reader_is_bounded_and_keeps_raw,len,,test/test_observability_viewer.py:125,
test/test_observability_viewer.py::test_lifecycle_pairing_uses_correlation_dimensions,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:132,
test/test_observability_viewer.py::test_lifecycle_pairing_uses_correlation_dimensions,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:133,
test/test_observability_viewer.py::test_lifecycle_pairing_uses_correlation_dimensions,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:134,
test/test_observability_viewer.py::test_lifecycle_pairing_uses_correlation_dimensions,viewer.ObservationEvent.from_json,,test/test_observability_viewer.py:136,
test/test_observability_viewer.py::_FakeConnection.execute,self.queries.append,,test/test_observability_viewer.py:200,
test/test_observability_viewer.py::_FakeConnection.execute,AssertionError,,test/test_observability_viewer.py:213,
test/test_observability_viewer.py::test_postgres_snapshot_uses_short_lived_cache,reader.snapshot,,test/test_observability_viewer.py:237,
test/test_observability_viewer.py::test_postgres_snapshot_uses_short_lived_cache,reader.snapshot,,test/test_observability_viewer.py:237,
test/test_observability_viewer.py::test_observatory_merges_web_logs_and_authoritative_run,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:244,
test/test_observability_viewer.py::test_observatory_merges_web_logs_and_authoritative_run,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:245,
test/test_observability_viewer.py::test_observatory_merges_web_logs_and_authoritative_run,viewer.IncrementalJsonlReader,,test/test_observability_viewer.py:254,
test/test_observability_viewer.py::test_observatory_merges_web_logs_and_authoritative_run,viewer.QQSessionReader,,test/test_observability_viewer.py:255,
test/test_observability_viewer.py::test_observatory_merges_web_logs_and_authoritative_run,observatory.executions,,test/test_observability_viewer.py:257,
test/test_observability_viewer.py::test_postgres_run_is_visible_without_jsonl,viewer.IncrementalJsonlReader,,test/test_observability_viewer.py:275,
test/test_observability_viewer.py::test_postgres_run_is_visible_without_jsonl,viewer.QQSessionReader,,test/test_observability_viewer.py:276,
test/test_observability_viewer.py::test_jsonl_execution_is_visible_when_postgres_is_unavailable,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:289,
test/test_observability_viewer.py::test_jsonl_execution_is_visible_when_postgres_is_unavailable,viewer.IncrementalJsonlReader,,test/test_observability_viewer.py:294,
test/test_observability_viewer.py::test_jsonl_execution_is_visible_when_postgres_is_unavailable,viewer.QQSessionReader,,test/test_observability_viewer.py:295,
test/test_observability_viewer.py::test_health_exposes_source_diagnostics,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:304,
test/test_observability_viewer.py::test_health_exposes_source_diagnostics,viewer.IncrementalJsonlReader,,test/test_observability_viewer.py:308,
test/test_observability_viewer.py::test_health_exposes_source_diagnostics,viewer.QQSessionReader,,test/test_observability_viewer.py:309,
test/test_observability_viewer.py::test_health_exposes_source_diagnostics,observatory.health,,test/test_observability_viewer.py:312,
test/test_observability_viewer.py::test_execution_detail_has_per_trace_memory_bound,viewer.IncrementalJsonlReader,,test/test_observability_viewer.py:339,
test/test_observability_viewer.py::test_execution_detail_has_per_trace_memory_bound,viewer.QQSessionReader,,test/test_observability_viewer.py:340,
test/test_observability_viewer.py::test_status_normalization,viewer.normalize_status,,test/test_observability_viewer.py:352,
test/test_observability_viewer.py::test_durable_correlation_fields_reach_waterfall,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:357,
test/test_observability_viewer.py::test_durable_correlation_fields_reach_waterfall,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:358,
test/test_observability_viewer.py::test_durable_correlation_fields_reach_waterfall,viewer.ObservationEvent.from_json,,test/test_observability_viewer.py:361,
test/test_observability_viewer.py::test_durable_correlation_fields_reach_waterfall,viewer.pair_lifecycle,,test/test_observability_viewer.py:363,
test/test_observability_viewer.py::_DebugConnection.execute,self.queries.append,,test/test_observability_viewer.py:382,
test/test_observability_viewer.py::_DebugConnection.execute,AssertionError,,test/test_observability_viewer.py:389,
test/test_observability_viewer.py::test_durable_debug_snapshot_degrades_on_database_failure.fail,OSError,,test/test_observability_viewer.py:415,
test/test_observability_viewer.py::test_lifecycle_pairing_uses_correlation_dimensions,enumerate,,test/test_observability_viewer.py:136,
test/test_observability_viewer.py::test_qq_archived_history_takes_precedence_over_wal,viewer.QQSessionReader,,test/test_observability_viewer.py:167,
test/test_observability_viewer.py::_FakeConnection.execute,SimpleNamespace,,test/test_observability_viewer.py:202,'FROM hpagent.runs WHERE' in query
test/test_observability_viewer.py::_FakeConnection.execute,SimpleNamespace,,test/test_observability_viewer.py:204,'FROM hpagent.messages' in query
test/test_observability_viewer.py::_FakeConnection.execute,SimpleNamespace,,test/test_observability_viewer.py:206,'FROM hpagent.sessions' in query
test/test_observability_viewer.py::_FakeConnection.execute,SimpleNamespace,,test/test_observability_viewer.py:208,'FROM hpagent.conversations' in query
test/test_observability_viewer.py::_FakeConnection.execute,SimpleNamespace,,test/test_observability_viewer.py:210,'FROM hpagent.workflow_executions' in query
test/test_observability_viewer.py::_FakeConnection.execute,SimpleNamespace,,test/test_observability_viewer.py:212,'FROM hpagent.outbox_events' in query
test/test_observability_viewer.py::test_health_exposes_source_diagnostics,str,,test/test_observability_viewer.py:314,
test/test_observability_viewer.py::test_durable_correlation_fields_reach_waterfall,enumerate,,test/test_observability_viewer.py:362,
test/test_observability_viewer.py::_DebugConnection.execute,SimpleNamespace,,test/test_observability_viewer.py:384,'FROM hpagent.agent_transcripts' in query
test/test_observability_viewer.py::_DebugConnection.execute,SimpleNamespace,,test/test_observability_viewer.py:386,'FROM hpagent.agent_transcript_events' in query
test/test_observability_viewer.py::_DebugConnection.execute,SimpleNamespace,,test/test_observability_viewer.py:388,'FROM hpagent.agent_operations' in query
test/test_observability_viewer.py::test_durable_debug_snapshot_allows_no_transcript,_DebugConnection,test/test_observability_viewer.py::_DebugConnection,test/test_observability_viewer.py:405,
test/test_observability_viewer.py::test_jsonl_incremental_tail_and_cursor,json.dumps,,test/test_observability_viewer.py:99,
test/test_observability_viewer.py::test_jsonl_rotation_and_truncation_are_detected,reader.scan,,test/test_observability_viewer.py:114,
test/test_observability_viewer.py::test_jsonl_rotation_and_truncation_are_detected,reader.scan,,test/test_observability_viewer.py:117,
test/test_observability_viewer.py::test_jsonl_reader_is_bounded_and_keeps_raw,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:122,
test/test_observability_viewer.py::test_postgres_snapshot_mapping_is_read_only,query.lstrip().upper().startswith,,test/test_observability_viewer.py:223,
test/test_observability_viewer.py::test_postgres_run_is_visible_without_jsonl,observatory.executions,,test/test_observability_viewer.py:279,
test/test_observability_viewer.py::test_jsonl_execution_is_visible_when_postgres_is_unavailable,observatory.executions,,test/test_observability_viewer.py:298,
test/test_observability_viewer.py::test_health_exposes_source_diagnostics,tmp_path.resolve,,test/test_observability_viewer.py:314,
test/test_observability_viewer.py::test_execution_detail_has_per_trace_memory_bound,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:333,
test/test_observability_viewer.py::test_durable_debug_snapshot_is_bounded_and_read_only,query.lstrip().startswith,,test/test_observability_viewer.py:400,
test/test_observability_viewer.py::_load_module,Path,,test/test_observability_viewer.py:13,
test/test_observability_viewer.py::_write,json.dumps,,test/test_observability_viewer.py:78,
test/test_observability_viewer.py::test_jsonl_incremental_tail_and_cursor,_log,test/test_observability_viewer.py::_log,test/test_observability_viewer.py:99,
test/test_observability_viewer.py::test_jsonl_reader_is_bounded_and_keeps_raw,range,,test/test_observability_viewer.py:122,
test/test_observability_viewer.py::test_execution_detail_has_per_trace_memory_bound,range,,test/test_observability_viewer.py:333,
test/test_observability_viewer.py::test_postgres_snapshot_mapping_is_read_only,query.lstrip().upper,,test/test_observability_viewer.py:223,
test/test_observability_viewer.py::test_durable_debug_snapshot_is_bounded_and_read_only,query.lstrip,,test/test_observability_viewer.py:400,
test/test_observability_viewer.py::test_postgres_snapshot_mapping_is_read_only,query.lstrip,,test/test_observability_viewer.py:223,
test/test_qq_execution_compat.py::_inject_host,_UnusedService,test/test_qq_execution_compat.py::_UnusedService,test/test_qq_execution_compat.py:24,
test/test_qq_execution_compat.py::_inject_host,inject_services,src/harness/activities.py::inject_services,test/test_qq_execution_compat.py:25,
test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior,ReplyService,src/application/reply.py::ReplyService,test/test_qq_execution_compat.py:74,
test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior,_group_message,test/test_qq_execution_compat.py::_group_message,test/test_qq_execution_compat.py:76,
test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior,ReplyServiceQQEventSinkFactory(reply).for_execution,,test/test_qq_execution_compat.py:78,
test/test_qq_execution_compat.py::test_ae_014_qq_channel_failure_does_not_raise_from_reply_service,ReplyService,src/application/reply.py::ReplyService,test/test_qq_execution_compat.py:102,
test/test_qq_execution_compat.py::test_ae_014_qq_channel_failure_does_not_raise_from_reply_service,_group_message,test/test_qq_execution_compat.py::_group_message,test/test_qq_execution_compat.py:103,
test/test_qq_execution_compat.py::test_qq_retain_uses_per_execution_document_after_reply,ExecutionRequest,src/agent_execution/facade.py::ExecutionRequest,test/test_qq_execution_compat.py:121,
test/test_qq_execution_compat.py::test_ae_030_qq_loader_is_retry_idempotent_and_sanitizes_metadata,_group_message,test/test_qq_execution_compat.py::_group_message,test/test_qq_execution_compat.py:176,
test/test_qq_execution_compat.py::test_ae_030_qq_loader_is_retry_idempotent_and_sanitizes_metadata,QQLegacyRequestLoader,src/agent_execution/qq_host.py::QQLegacyRequestLoader,test/test_qq_execution_compat.py:179,
test/test_qq_execution_compat.py::test_qq_audit_adapter_keeps_model_and_tool_events_in_legacy_memory,ExecutionRequest,src/agent_execution/facade.py::ExecutionRequest,test/test_qq_execution_compat.py:212,
test/test_qq_execution_compat.py::test_qq_audit_adapter_keeps_model_and_tool_events_in_legacy_memory,TurnMemoryQQAuditSinkFactory(Memory()).for_execution,,test/test_qq_execution_compat.py:215,
test/test_qq_execution_compat.py::test_qq_activity_uses_shared_host_and_never_falls_back_after_failure,_group_message,test/test_qq_execution_compat.py::_group_message,test/test_qq_execution_compat.py:237,
test/test_qq_execution_compat.py::test_qq_activity_uses_shared_host_and_never_falls_back_after_failure,_inject_host,test/test_qq_execution_compat.py::_inject_host,test/test_qq_execution_compat.py:238,
test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior,Router,test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior.Router,test/test_qq_execution_compat.py:74,
test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior,GroupContext,test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior.GroupContext,test/test_qq_execution_compat.py:74,
test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior,Prompts,test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior.Prompts,test/test_qq_execution_compat.py:74,
test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior,events.tool_progress,,test/test_qq_execution_compat.py:81,
test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior,reply.send_final,src/application/reply.py::ReplyService.send_final,test/test_qq_execution_compat.py:82,
test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior,events.close,,test/test_qq_execution_compat.py:83,
test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior,events.tool_progress,,test/test_qq_execution_compat.py:84,
test/test_qq_execution_compat.py::test_ae_014_qq_channel_failure_does_not_raise_from_reply_service,BrokenRouter,test/test_qq_execution_compat.py::test_ae_014_qq_channel_failure_does_not_raise_from_reply_service.BrokenRouter,test/test_qq_execution_compat.py:102,
test/test_qq_execution_compat.py::test_qq_retain_uses_per_execution_document_after_reply,TurnMemoryQQRetentionSink(Memory()).retain,,test/test_qq_execution_compat.py:124,
test/test_qq_execution_compat.py::test_ae_030_qq_loader_is_retry_idempotent_and_sanitizes_metadata,Memory,test/test_qq_execution_compat.py::test_ae_030_qq_loader_is_retry_idempotent_and_sanitizes_metadata.Memory,test/test_qq_execution_compat.py:179,
test/test_qq_execution_compat.py::test_ae_030_qq_loader_is_retry_idempotent_and_sanitizes_metadata,Context,test/test_qq_execution_compat.py::test_ae_030_qq_loader_is_retry_idempotent_and_sanitizes_metadata.Context,test/test_qq_execution_compat.py:179,
test/test_qq_execution_compat.py::test_ae_030_qq_loader_is_retry_idempotent_and_sanitizes_metadata,GroupContext,test/test_qq_execution_compat.py::test_ae_030_qq_loader_is_retry_idempotent_and_sanitizes_metadata.GroupContext,test/test_qq_execution_compat.py:179,
test/test_qq_execution_compat.py::test_ae_030_qq_loader_is_retry_idempotent_and_sanitizes_metadata,loader.load,src/agent_execution/qq_host.py::QQLegacyRequestLoader.load,test/test_qq_execution_compat.py:180,
test/test_qq_execution_compat.py::test_ae_030_qq_loader_is_retry_idempotent_and_sanitizes_metadata,loader.load,src/agent_execution/qq_host.py::QQLegacyRequestLoader.load,test/test_qq_execution_compat.py:181,
test/test_qq_execution_compat.py::test_ae_030_qq_loader_is_retry_idempotent_and_sanitizes_metadata,len,,test/test_qq_execution_compat.py:183,
test/test_qq_execution_compat.py::test_ae_030_qq_loader_is_retry_idempotent_and_sanitizes_metadata,first.context_provider.recall_long_term,,test/test_qq_execution_compat.py:191,
test/test_qq_execution_compat.py::test_qq_audit_adapter_keeps_model_and_tool_events_in_legacy_memory,audit.model_step,,test/test_qq_execution_compat.py:218,
test/test_qq_execution_compat.py::test_qq_audit_adapter_keeps_model_and_tool_events_in_legacy_memory,audit.tool_result,,test/test_qq_execution_compat.py:221,
test/test_qq_execution_compat.py::test_qq_activity_uses_shared_host_and_never_falls_back_after_failure,NewHost,test/test_qq_execution_compat.py::test_qq_activity_uses_shared_host_and_never_falls_back_after_failure.NewHost,test/test_qq_execution_compat.py:238,
test/test_qq_execution_compat.py::test_qq_activity_uses_shared_host_and_never_falls_back_after_failure,pytest.raises,,test/test_qq_execution_compat.py:239,
test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior.Router.send,sent.append,,test/test_qq_execution_compat.py:56,
test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior.GroupContext.append,appended.append,,test/test_qq_execution_compat.py:69,
test/test_qq_execution_compat.py::test_ae_012_013_qq_final_and_progress_preserve_router_behavior,ReplyServiceQQEventSinkFactory,src/agent_execution/qq_host.py::ReplyServiceQQEventSinkFactory,test/test_qq_execution_compat.py:78,
test/test_qq_execution_compat.py::test_ae_014_qq_channel_failure_does_not_raise_from_reply_service.BrokenRouter.send,ConnectionError,,test/test_qq_execution_compat.py:100,
